级别,编号,汉字,注音,词组,例句
1,2786,窗,chuāng,"窗户,窗帘,窗外,窗台,门窗",清晨，阳光透过窗户照进教室呀。
1,2787,窘,jiǒng,"窘迫,窘境,窘态,窘困,发窘",他陷入窘境，不知如何是好呀。
1,2788,遍,biàn,"遍布,遍及,普遍,遍地,一遍",春天遍地开满了五颜六色的野花呀。
1,2789,雇,gù,"雇用,雇佣,雇工,解雇,雇员",工厂雇用了一批新工人呀。
1,2790,裕,yù,"富裕,宽裕,充裕,裕如,优裕",改革开放后，我们的生活越来越富裕呀。
1,2791,裤,kù,"裤子,裤腿,裤腰,短裤,毛裤",妈妈给我买了一条新裤子真开心呀。
1,2792,裙,qún,"裙子,短裙,长裙,连衣裙,超短裙",姐姐穿上美丽的裙子真好看呀。
1,2793,禅,"chán, shàn","禅宗,禅让,坐禅,禅机,禅师",少林寺的禅师武功十分地高强呀。
1,2794,禄,lù,"俸禄,禄位,高禄,禄米,无功受禄",古代官员的俸禄就是他们的工资呀。
1,2795,谢,xiè,"感谢,道谢,谢意,谢绝,谢幕",我衷心地感谢老师对我的帮助呀。
1,2796,谣,yáo,"谣言,歌谣,民谣,造谣,谣传",不要轻信谣言，要查明真相呀。
1,2797,谤,bàng,"诽谤,毁谤,谤议,腹谤,诽谤罪",我们不能在背后诽谤别人呀。
1,2798,谦,qiān,"谦虚,谦让,谦逊,谦和,谦卑",我们要谦虚地学习别人的长处呀。
1,2799,犀,xī,"犀牛,犀利,犀角,犀甲,灵犀",他的目光十分地犀利敏锐呀。
1,2800,属,shǔ,"属于,属性,附属,家属,归属",这本书属于图书馆要按时归还呀。
1,2801,屡,lǚ,"屡次,屡屡,屡见不鲜,屡教不改",他屡次违反纪律真让老师头疼呀。
1,2802,强,"jiàng, qiáng, qiǎng","强大,强烈,坚强,强国,顽强",我们的祖国日益强大真自豪呀。
1,2803,粥,zhōu,"稀粥,粥饭,喝粥,熬粥,绿豆粥",早上妈妈熬了香喷喷的白米粥呀。
1,2804,疏,shū,"疏远,疏忽,疏导,疏密,生疏",他做事疏忽大意真不应该呀。
1,2805,隔,gé,"隔离,隔绝,隔壁,距离,相隔",隔壁住着一户和蔼的人家呀。
1,2806,隙,xì,"缝隙,间隙,空隙,隙地,孔隙",墙缝隙里长出了一棵小草真顽强呀。
1,2807,隘,ài,"狭隘,关隘,要隘,隘口,险隘",他心胸狭隘，容不得别人呀。
1,2808,媒,méi,"媒体,媒介,媒人,媒婆,传媒",我们要正确地使用新媒体呀。
1,2809,絮,xù,"棉絮,絮叨,絮语,絮棉,柳絮",春天，柳絮在空中飘飘扬扬呀。
1,2810,嫂,sǎo,"嫂子,大嫂,嫂嫂,表嫂,阿嫂",嫂子对我十分地关心爱护呀。
1,2811,媚,mèi,"妩媚,媚俗,媚眼,媚态,明媚",春天的阳光明媚温暖真舒服呀。
1,2812,婿,xù,"女婿,妹婿,乘龙快婿,翁婿,子婿",姐夫是姐姐的好女婿呀。
1,2813,登,dēng,"登高,登记,刊登,登门,攀登",我们努力地攀登到了山顶真开心呀。
1,2814,缅,miǎn,"缅怀,缅甸,缅想,缅邈,滇缅",我们缅怀为革命牺牲的先烈呀。
1,2815,缆,lǎn,"电缆,缆车,缆绳,光缆,钢缆",我们乘缆车上山观光真有趣呀。
1,2816,缉,"jī, qī","缉拿,缉毒,缉私,查缉,通缉",警察缉拿住了那个在逃犯呀。
1,2817,缎,duàn,"绸缎,缎子,锦缎,缎面,花缎",这块绸缎十分地光滑精美呀。
1,2818,缓,huǎn,"缓慢,缓和,延缓,迟缓,缓步",他缓慢地走到了教室门口呀。
1,2819,缔,dì,"缔造,缔结,缔约,取缔,缔交",我们的祖国是革命先辈缔造的呀。
1,2820,缕,lǚ,"缕缕,一丝一缕,千丝万缕,缕述,缕析",炊烟缕缕地从屋顶升起呀。
1,2821,骗,piàn,"骗人,欺骗,骗子,骗取,受骗",我们不能欺骗别人要诚实呀。
1,2822,编,biān,"编写,编辑,编排,编织,编造",妈妈用毛线编织了一件毛衣呀。
1,2823,骚,sāo,"骚动,骚扰,骚乱,离骚,骚客",他骚扰别人学习真不礼貌呀。
1,2824,缘,yuán,"缘分,边缘,缘故,缘由,无缘",我和好朋友有着深厚的缘分呀。
1,2825,瑟,sè,"瑟瑟,琴瑟,瑟缩,萧瑟,鼓瑟",秋风瑟瑟，树叶纷纷地落下呀。
1,2826,鹉,wǔ,"鹦鹉,鹦鹉学舌,鹉哥,鹦鹉嘴",鹦鹉学舌十分地有趣可爱呀。
1,2827,瑞,ruì,"瑞雪,祥瑞,瑞气,瑞星,瑞兆",瑞雪兆丰年，明年一定好收成呀。
1,2828,瑰,guī,"玫瑰,瑰丽,瑰宝,瑰奇,瑰玮",情人节，爸爸送给妈妈玫瑰花呀。
1,2829,瑙,nǎo,"玛瑙,瑙石,玛瑙红,玛瑙珠",这块红色的玛瑙十分地漂亮呀。
1,2830,魂,hún,"灵魂,魂魄,魂不守舍,惊魂,英魂",烈士们的英魂永远活在我们心中呀。
1,2831,肆,sì,"放肆,肆无忌惮,肆虐,肆意,肆行",他说话放肆真不礼貌呀。
1,2832,摄,shè,"摄影,摄像,拍摄,摄食,摄取",爸爸用相机给我们拍摄了照片呀。
1,2833,摸,mō,"摸索,抚摸,摸清,摸底,摸黑",他在黑暗中摸索着找开关呀。
1,2834,填,tián,"填写,填补,填空,填充,填埋",我认真地填写着入学登记表呀。
1,2835,搏,bó,"拼搏,搏斗,搏击,脉搏,搏动",运动员在赛场上奋力拼搏真精彩呀。
1,2836,塌,tā,"倒塌,塌陷,塌方,崩塌,踏塌",那堵老墙倒塌了一半真危险呀。
1,2837,鼓,gǔ,"鼓励,鼓掌,鼓动,鼓气,击鼓",老师鼓励我们要勇敢地面对困难呀。
1,2838,摆,bǎi,"摆弄,摆放,摆动,摇摆,摆设",桌上摆放着一个精美的花瓶呀。
1,2839,携,xié,"携带,携手,提携,携同,扶持",我们要携手共建美好的家园呀。
1,2840,搬,bān,"搬动,搬家,搬走,搬演,搬弄",周末我们家搬家到新房子真开心呀。
1,2841,摇,yáo,"摇晃,摇头,摇摆,摇动,摇橹",风吹得树枝来回地摇晃着呀。
1,2842,搞,gǎo,"搞笑,搞好,搞清,搞活,搞懂",我要搞清楚这道题的解法呀。
1,2843,塘,táng,"池塘,鱼塘,荷塘,泥塘,塘水",池塘里的荷花开了真好看呀。
1,2844,摊,tān,"摊开,摊位,摊贩,摊牌,摆摊",他把书摊开在桌子上认真地看呀。
1,2845,聘,pìn,"聘请,聘任,聘书,招聘,聘礼",公司聘请了一位新工程师呀。
1,2846,斟,zhēn,"斟酌,斟酒,斟茶,斟水,自斟",妈妈斟了一杯茶递给客人呀。
1,2847,蒜,suàn,"大蒜,蒜苗,蒜头,蒜薹,蒜泥",妈妈做菜时放了大蒜真香呀。
1,2848,勤,qín,"勤奋,勤快,勤勉,勤恳,考勤",我们要勤奋学习天天向上呀。
1,2849,靴,xuē,"皮靴,靴子,雨靴,马靴,战靴",下雨天，我穿上雨靴去上学呀。
1,2850,靶,bǎ,"靶子,打靶,靶心,靶场,瞄准靶",运动员在靶场认真地练习打靶呀。
1,2851,鹊,què,"喜鹊,鹊桥,鹊跃,声名鹊起,鸠占鹊巢",喜鹊在枝头叽叽喳喳地叫着呀。
1,2852,蓝,lán,"蓝色,蓝天,蓝图,蓝本,蔚蓝",蔚蓝的天空中飘着朵朵白云呀。
1,2853,墓,mù,"坟墓,墓地,墓碑,公墓,扫墓",清明节，我们去扫墓缅怀先烈呀。
1,2854,幕,mù,"幕后,幕布,幕布,屏幕,闭幕",运动会拉开了帷幕十分地热闹呀。
1,2855,蓬,péng,"蓬勃,蓬松,蓬莱,蓬乱,蓬勃",春天万物蓬勃地发展真生机勃勃呀。
1,2856,蓄,xù,"蓄水,储蓄,蓄意,蓄积,储备",水库蓄水为农业灌溉做准备呀。
1,2857,蒲,pú,"蒲公英,蒲扇,蒲草,蒲团,蒲葵",夏天，奶奶用蒲扇给我扇风真凉快呀。
1,2858,蓉,róng,"芙蓉,蓉城,苁蓉,豆蓉,莲蓉",夏天的池塘里开满了美丽的芙蓉呀。
1,2859,蒙,"mēng, méng, měng","蒙古,蒙蔽,蒙蒙,启蒙,蒙受",蒙蒙细雨中，我们撑伞去上学呀。
1,2860,蒸,zhēng,"蒸汽,蒸笼,蒸饭,蒸发,蒸饺",妈妈蒸的蒸饺又香又软真好吃呀。
1,2861,献,xiàn,"贡献,奉献,献花,献身,呈现",他为班级做出了很大的贡献呀。
1,2862,椿,chūn,"椿树,椿芽,椿萱,臭椿,香椿",春天，香椿芽可以炒鸡蛋真好吃呀。
1,2863,禁,"jīn, jìn","禁止,禁忌,禁令,禁受,禁不住",图书馆里禁止大声喧哗呀。
1,2864,楚,chǔ,"清楚,苦楚,楚楚,凄楚,酸楚",这件事的前因后果我十分地清楚呀。
1,2865,楷,"jiē, kǎi","楷模,楷书,正楷,小楷,大楷",王老师的楷书写得工整又漂亮呀。
1,2866,榄,lǎn,"橄榄,橄榄绿,橄榄油,橄榄枝,橄榄球",鸽子衔着橄榄枝象征着和平呀。
1,2867,想,xiǎng,"想法,想象,理想,想念,想要",我想要成为一名优秀的科学家呀。
1,2868,槐,huái,"槐树,槐花,洋槐,槐荫,刺槐",夏天，院子里的槐花开了真香呀。
1,2869,榆,yú,"榆树,榆钱,榆木,榆叶,榆林",榆钱是榆树的果实可以吃呀。
1,2870,楼,lóu,"楼房,楼道,楼梯,高楼,大楼",城市里有许多高楼大厦真壮观呀。
1,2871,概,gài,"概念,概况,概括,大概,气概",我大概了解了这件事情的经过呀。
1,2872,赖,lài,"依赖,赖账,抵赖,信赖,赖以",我们不能过分依赖父母要独立呀。
1,2873,酪,lào,"奶酪,酪蛋白,干酪,酸酪,乳酪",奶酪十分地香浓好吃呀。
1,2874,酬,chóu,"报酬,酬谢,酬劳,酬答,酬金",他辛勤工作得到了应得的报酬呀。
1,2875,感,gǎn,"感动,感觉,感情,感谢,感激",老师的关怀让我十分地感动呀。
1,2876,碍,ài,"阻碍,障碍,碍事,碍手碍脚,无碍",不要让困难阻碍我们前进的脚步呀。
1,2877,碘,diǎn,"碘酒,碘盐,碘伏,碘缺乏,碘元素",伤口消毒可以用碘酒来擦拭呀。
1,2878,碑,bēi,"石碑,碑文,纪念碑,墓碑,口碑",广场上竖立着一座高大的纪念碑呀。
1,2879,碎,suì,"破碎,粉碎,碎裂,碎纸,零碎",我不小心把碗摔得粉碎真糟糕呀。
1,2880,碰,pèng,"碰见,碰面,碰巧,碰杯,碰头",我在路上碰见了好久不见的同学呀。
1,2881,碗,wǎn,"饭碗,瓷碗,碗筷,大碗,海碗",吃饭时我小心翼翼地捧着饭碗呀。
1,2882,碌,"liù, lù","忙碌,劳碌,碌碌,庸碌,碌碌无为",妈妈每天忙碌地工作十分地辛苦呀。
1,2883,尴,gān,"尴尬,尴尬不堪,尴尬局面,尴尬事",答错问题后他尴尬地低下了头呀。
1,2884,雷,léi,"打雷,雷电,雷雨,雷声,雷鸣",夏天打雷时电闪雷鸣真吓人呀。
1,2885,零,líng,"零散,零碎,零钱,零星,零食",妈妈不让我吃太多的零食呀。
1,2886,雾,wù,"雾气,大雾,烟雾,迷雾,晨雾",清晨，山间弥漫着浓浓的雾气呀。
1,2887,雹,báo,"冰雹,雹子,雹灾,下雹,降雹",夏天下冰雹，砸坏了庄稼真可惜呀。
1,2888,辐,fú,"辐射,辐条,辐辏,辐分,辐射能",太阳的辐射给大地带来了温暖呀。
1,2889,辑,jí,"编辑,辑录,辑要,逻辑,专辑",编辑叔叔认真地编辑着这本书呀。
1,2890,输,shū,"运输,输入,输出,输送,贡献输",工人叔叔在认真地运输货物呀。
1,2891,督,dū,"监督,督促,总督,都督,督导",老师认真地督促我们完成作业呀。
1,2892,频,pín,"频繁,频率,频道,频度,音频",他频繁地举手发言真积极呀。
1,2893,龄,líng,"年龄,高龄,芳龄,同龄,妙龄",我们都是同龄的好朋友呀。
1,2894,鉴,jiàn,"鉴定,鉴赏,借鉴,鉴别,引以为鉴",我们要引以为鉴，吸取教训呀。
1,2895,睛,jīng,"眼睛,目不转睛,画龙点睛,点睛",上课时我们要目不转睛地看黑板呀。
1,2896,睹,dǔ,"耳闻目睹,有目共睹,目睹,睹物思人",这件事我有目共睹，看得清清楚楚呀。
1,2897,睦,mù,"和睦,睦邻,睦邻友好,敦睦,和睦相处",同学之间要和睦相处互相帮助呀。
1,2898,瞄,miáo,"瞄准,瞄一眼,瞄见,瞄向,瞄了",他瞄准了目标用力地投了出去呀。
1,2899,睫,jié,"睫毛,睫状,睫眉,目不交睫,睫毛膏",她的睫毛长长的真好看呀。
1,2900,睡,shuì,"睡觉,睡眠,入睡,午睡,酣睡",晚上我们要早早地睡觉保证睡眠呀。
1,2901,睬,cǎi,"理睬,不理不睬,睬视,理会,搭理",不要不理不睬别人，要友善呀。
1,2902,嗜,shì,"嗜好,嗜睡,嗜酒,嗜赌,嗜血",他从小就嗜好读书真是个好习惯呀。
1,2903,鄙,bǐ,"鄙视,鄙夷,鄙弃,鄙薄,可鄙",我们要鄙视那些不劳而获的人呀。
1,2904,嗦,suō,"啰嗦,哆嗦,嗦嗦,颤嗦,嗦嗦",他被冻得直打哆嗦好冷呀。
1,2905,愚,yú,"愚昧,愚笨,愚蠢,愚弄,大智若愚",我们不要做愚昧无知的人呀。
1,2906,暖,nuǎn,"暖和,温暖,暖气,暖流,暖烘烘",春天的阳光暖烘烘地照着大地呀。
1,2907,盟,méng,"联盟,盟约,盟友,同盟,结盟",我们要团结盟友共同前进呀。
1,2908,歇,xiē,"歇息,歇脚,歇业,间歇,歇斯底里",走了半天路，我们歇息一下吧呀。
1,2909,暗,àn,"暗暗,黑暗,暗处,暗示,暗中",黑暗中我摸索着找到了开关呀。
1,2910,暇,xiá,"空闲,闲暇,暇意,无暇,目不暇接",周末闲暇时我喜欢看看书呀。
1,2911,照,zhào,"照耀,照射,照顾,照相,日照",阳光照耀着大地十分地温暖呀。
1,2912,畸,jī,"畸形,畸变,畸零,畸轻畸重,畸胎",那棵树的枝干畸形生长真奇怪呀。
1,2913,跨,kuà,"跨越,跨过,跨国,跨度,跨步",他勇敢地跨越了眼前的障碍呀。
1,2914,跷,qiāo,"蹊跷,跷跷板,跷脚,跷起,跷腿",这件事真蹊跷，让人想不通呀。
1,2915,跳,tiào,"跳跃,跳高,跳远,跳绳,跳舞",操场上，同学们欢快地跳绳呀。
1,2916,跺,duò,"跺脚,跺足,跺地,跺了一下",他气得直跺脚，十分地生气呀。
1,2917,跪,guì,"跪下,跪拜,跪地,下跪,跪坐",他诚恳地跪下向妈妈道歉呀。
1,2918,路,lù,"马路,道路,路口,路上,路灯",过马路时要当心来往的车辆呀。
1,2919,跤,jiāo,"摔跤,跌跤,跤了个,滑跤,绊跤",他不小心摔了一跤，膝盖破了呀。
1,2920,跟,gēn,"跟随,跟着,跟头,脚跟,跟从",小狗忠心地跟随着主人呀。
1,2921,遣,qiǎn,"派遣,消遣,遣送,遣返,调遣",老师派遣我去参加比赛真开心呀。
1,2922,蜈,wú,"蜈蚣,蜈蚣草,蜈蚣船,蚣蝮",那只大蜈蚣有很多条腿真吓人呀。
1,2923,蜗,wō,"蜗牛,蜗居,蜗角,蜗行,蜗房",蜗牛慢慢地爬行着真有趣呀。
1,2924,蛾,é,"飞蛾,蛾子,扑蛾,蚕蛾,灯蛾",飞蛾扑火的故事告诉我们要明智呀。
1,2925,蜂,fēng,"蜜蜂,蜂蜜,蜂巢,蜂王,马蜂",勤劳的蜜蜂在花丛中采蜜呀。
1,2926,蜕,tuì,"蜕变,蜕皮,蜕化,蛇蜕,蝉蜕",毛毛虫蜕变后变成了美丽的蝴蝶呀。
1,2927,嗅,xiù,"嗅觉,嗅闻,嗅出,嗅探,嗅嗅",小狗的嗅觉十分地灵敏呀。
1,2928,嗡,wēng,"嗡嗡,嗡嗡响,嗡嗡叫,嗡然",蜜蜂在花丛中嗡嗡地飞舞着呀。
1,2929,嗓,sǎng,"嗓子,嗓音,嗓门,吊嗓,哑嗓",老师讲课多了嗓子都哑了真辛苦呀。
1,2930,署,shǔ,"署名,签署,部署,行署,专署",这份文件需要领导亲自署名呀。
1,2931,置,zhì,"放置,安置,位置,布置,装置",教室里布置得十分地整洁漂亮呀。
1,2932,罪,zuì,"犯罪,罪恶,罪过,罪人,谢罪",犯罪的人终究会受到罪有应得的惩罚呀。
1,2933,罩,zhào,"灯罩,罩住,笼罩,口罩,被罩",雾霾天出门要戴上口罩保护自己呀。
1,2934,蜀,shǔ,"蜀国,蜀道,蜀锦,巴蜀,蜀汉",李白说蜀道难难于上青天呀。
1,2935,幌,huǎng,"幌子,晃子,挂幌,幌悠,摇幌",那家店挂着亮亮的幌子真显眼呀。
1,2936,错,cuò,"错误,错怪,错过,差错,纠错",他勇敢地承认了自己的错误呀。
1,2937,锚,máo,"抛锚,锚泊,锚链,起锚,铁锚",船在大海中抛锚停了下来呀。
1,2938,锡,xī,"焊锡,锡纸,锡器,锡矿,锡壶",妈妈用锡纸包着烤肉十分地香呀。
1,2939,锣,luó,"锣鼓,敲锣,铜锣,锣声,鸣锣",节日的锣鼓声震天响真热闹呀。
1,2940,锤,chuí,"铁锤,锤子,锤打,锤炼,敲锤",工人叔叔用铁锤叮叮当当地敲打呀。
1,2941,锥,zhuī,"锥子,圆锥,冰锥,棱锥,锥形",他用锥子在皮子上扎了一个孔呀。
1,2942,锦,jǐn,"锦绣,锦旗,锦缎,锦标,锦上添花",春天，花园里繁花似锦真美丽呀。
1,2943,键,jiàn,"键盘,按键,键钮,琴键,关键",打字时我用键盘敲出一个个字呀。
1,2944,锯,jù,"锯子,电锯,锯齿,锯木,拉锯",木匠叔叔用锯子锯着木头呀。
1,2945,锰,měng,"锰矿,锰钢,锰元素,二氧化锰",锰钢是一种十分坚固的材料呀。
1,2946,矮,ǎi,"矮小,高矮,矮个子,矮树,矮凳",那棵矮树结出了许多红果子呀。
1,2947,辞,cí,"辞职,辞退,辞别,告辞,推辞",他诚恳地向大家辞别离开了呀。
1,2948,稚,zhì,"幼稚,稚嫩,稚气,童稚,稚子",她说话带着稚气十分地可爱呀。
1,2949,稠,chóu,"稠密,浓稠,稠糊,稠人广众,稠度",城市的中心人口十分地稠密呀。
1,2950,颓,tuí,"颓废,颓丧,颓然,颓败,颓唐",他遇到挫折后颓废了真可惜呀。
1,2951,愁,chóu,"发愁,愁眉苦脸,愁闷,忧愁,愁容",他愁眉苦脸地想着这道难题呀。
1,2952,筹,chóu,"筹备,筹划,筹码,筹办,统筹",我们在认真地筹备着运动会呀。
1,2953,签,qiān,"签字,签名,签收,标签,签定",我开心地在获奖证书上签了名呀。
1,2954,简,jiǎn,"简单,简化,简短,简洁,简朴",这道题的解法其实十分地简单呀。
1,2955,筷,kuài,"筷子,碗筷,竹筷,木筷,一双筷",我们中国人吃饭用筷子呀。
1,2956,毁,huǐ,"毁坏,摧毁,毁灭,销毁,摧毁",地震摧毁了许多房屋真可怕呀。
1,2957,舅,jiù,"舅舅,舅妈,大舅,小舅,舅父",周末我去舅舅家玩真开心呀。
1,2958,鼠,shǔ,"老鼠,松鼠,田鼠,鼠标,鼠目寸光",那只小老鼠吱吱地叫着跑走了呀。
1,2959,催,cuī,"催促,催促,催促,催赶,催人",妈妈催促我赶快写完作业呀。
1,2960,傻,shǎ,"傻瓜,傻笑,傻眼,发傻,傻乎乎",那个傻乎乎的小弟弟真可爱呀。
1,2961,像,xiàng,"画像,好像,雕像,相像,想象",姐姐画的人物画像十分地逼真呀。
1,2962,躲,duǒ,"躲避,躲藏,躲闪,躲开,躲雨",下雨了，我们赶紧躲雨呀。
1,2963,魁,kuí,"魁梧,魁首,罪魁祸首,夺魁,魁岸",他身材魁梧，十分地高大威猛呀。
1,2964,衙,yá,"衙门,衙役,官衙,衙内,衙署",古代的衙门是官员办公的地方呀。
1,2965,微,wēi,"微笑,微小,微弱,轻微,微风",她微笑着向同学们打招呼真亲切呀。
1,2966,愈,yù,"痊愈,愈合,愈来愈,愈加,愈发",经过治疗，他的病痊愈了呀。
1,2967,遥,yáo,"遥远,遥望,遥控,遥不可及,遥相",远方的朋友遥遥地寄来了祝福呀。
1,2968,腻,nì,"油腻,细腻,腻烦,腻味,滑腻",这道菜太油腻了，我吃不下呀。
1,2969,腰,yāo,"弯腰,腰部,腰子,山腰,腰带",奶奶弯腰捡起了地上的落叶呀。
1,2970,腥,xīng,"腥味,腥气,鱼腥,血腥,荤腥",这条鱼有一股腥味要洗净呀。
1,2971,腮,sāi,"腮帮,腮腺,腮红,腮帮子,两腮",他鼓着腮帮子使劲地吹气球呀。
1,2972,腹,fù,"腹部,肚子,腹痛,腹泻,捧腹",吃了不洁食物引起了腹痛腹泻呀。
1,2973,腺,xiàn,"腺体,腺病,汗腺,乳腺,甲状腺",人体有许多重要的腺体呀。
1,2974,鹏,péng,"大鹏,鹏程,鹏举,鹏程万里,大鹏展翅",大鹏展翅高飞，十分地壮观呀。
1,2975,腾,téng,"奔腾,腾飞,腾越,折腾,沸腾",黄河奔腾不息地流向远方呀。
1,2976,腿,tuǐ,"大腿,腿部,双腿,腿脚,伸腿",跑完步我的大腿酸酸的呀。
1,2977,鲍,bào,"鲍鱼,鲍汁,鲍鱼翅,鲍鱼壳",鲍鱼是一种名贵的海鲜呀。
1,2978,猿,yuán,"猿猴,猿人,类人猿,长臂猿,猩猿",猿猴是人类的近亲动物呀。
1,2979,颖,yǐng,"聪颖,新颖,颖悟,脱颖,脱颖而出",他的构思新颖独特真聪明呀。
1,2980,触,chù,"接触,触电,触觉,触动,触目",不要用湿手接触电器开关危险呀。
1,2981,解,"jiě, jiè, xiè","解决,解答,解释,理解,分解",我们一起想办法解决这道难题呀。
1,2982,煞,"shā, shà","煞车,煞白,煞费苦心,煞气,煞有介事",他吓得脸色煞白，十分地害怕呀。
1,2983,雏,chú,"雏鸟,雏鸡,雏形,雏菊,育雏",那只毛茸茸的雏鸟真可爱呀。
1,2984,馍,mó,"馍馍,馒头馍,蒸馍,白面馍,烙馍",北方的馍馍又香又软真好吃呀。
1,2985,馏,"liú, liù","蒸馏,馏分,馏出,馏液,蒸馏水",蒸馏水是十分纯净的水呀。
1,2986,酱,jiàng,"酱油,酱菜,酱色,果酱,黄酱",妈妈做菜时放了酱油真香呀。
1,2987,禀,bǐng,"禀报,禀赋,禀告,禀性,回禀",他向上级禀报了工作的情况呀。
1,2988,痹,bì,"麻痹,痹症,痹病,痹痛,湿痹",我们要提高警惕，不能麻痹大意呀。
1,2989,廓,kuò,"轮廓,廓清,耳廓,寥廓,轮廓",他画的人物轮廓十分地清晰呀。
1,2990,痴,chī,"痴心,痴迷,痴呆,痴笑,痴情",他痴迷地读着那本有趣的书呀。
1,2991,痰,tán,"痰盂,痰液,咳痰,吐痰,化痰",不要随地吐痰，要讲卫生呀。
1,2992,廉,lián,"廉洁,廉价,廉耻,清廉,低廉",我们要做一个廉洁奉公的人呀。
1,2993,靖,jìng,"靖乱,平靖,安靖,宁靖,靖难",我们要维护社会的安宁和靖呀。
1,2994,新,xīn,"新鲜,新闻,新生,新年,全新",春天的空气十分地新鲜清新呀。
1,2995,韵,yùn,"韵律,韵味,韵母,音韵,风韵",这首诗的韵律十分地优美呀。
1,2996,意,yì,"意义,意思,意见,故意,在意",老师的话有着深刻的意义呀。
1,2997,誊,téng,"誊写,誊清,誊抄,誊录,誊正",我认真地把作文誊抄在稿纸上呀。
1,2998,粮,liáng,"粮食,干粮,粗粮,口粮,粮仓",我们要珍惜每一粒粮食呀。
1,2999,数,"shǔ, shù, shuò","数学,数字,数数,数量,无数",数学课上我认真地学习数字呀。
1,3000,煎,jiān,"煎药,煎茶,煎熬,煎饼,水煎",妈妈煎的鸡蛋饼又香又脆真好吃呀。
1,3001,塑,sù,"塑料,雕塑,塑造,塑像,可塑性",这件雕塑作品十分地精美呀。
1,3002,慈,cí,"慈祥,慈悲,慈善,慈爱,慈母",奶奶慈祥的笑容十分地温暖呀。
1,3003,煤,méi,"煤炭,煤矿,煤气,煤球,煤炉",冬天，烧煤取暖十分地暖和呀。
1,3004,煌,huáng,"辉煌,煌煌,敦煌,灯煌,煌然",节日的夜晚灯火辉煌真好看呀。
1,3005,满,mǎn,"满足,满意,充满,满分,满面",这次考试我得了满分真开心呀。
1,3006,漠,mò,"沙漠,冷漠,漠视,漠不关心,荒漠",骆驼是沙漠中的重要交通工具呀。
1,3007,滇,diān,"云南,滇池,滇红,滇剧,滇金丝猴",云南的滇池风景十分地秀丽呀。
1,3008,源,yuán,"源泉,来源,源头,起源,资源",老师是知识的源泉呀。
1,3009,滤,lǜ,"过滤,滤镜,滤纸,滤清,滤净",净水器可以过滤掉水中的杂质呀。
1,3010,滥,làn,"泛滥,滥用,滥竽充数,宁缺毋滥,滥伐",滥竽充数的故事告诉我们不能弄虚作假呀。
1,3011,滔,tāo,"滔滔,滔滔不绝,滔天,滔浪,滔滔江水",他滔滔不绝地讲着有趣的故事呀。
1,3012,溪,xī,"溪水,溪流,小溪,溪涧,溪谷",山间的小溪潺潺地流淌着呀。
1,3013,溜,"liū, liù","溜走,溜冰,溜达,溜溜,顺溜",他趁大家不注意悄悄地溜走了呀。
1,3014,漓,lí,"淋漓尽致,漓江,漓水,湘漓,漓淋",桂林漓江的山水十分地秀美呀。
1,3015,滚,gǔn,"滚动,滚筒,滚烫,翻滚,滚来滚去",小狗在草地上开心地滚来滚去呀。
1,3016,溢,yì,"洋溢,溢出,溢满,漫溢,流溢",节日的校园里洋溢着欢乐的气氛呀。
1,3017,溯,sù,"追溯,溯流,溯源,回溯,溯洄",我们要追溯历史，了解过去呀。
1,3018,滨,bīn,"海滨,湖滨,滨海,滨河,哈尔滨",夏天的海滨是避暑的好地方呀。
1,3019,溶,róng,"溶解,溶液,溶洞,溶化,溶质",盐可以溶解在水里看不见呀。
1,3020,溺,nì,"溺水,溺爱,溺婴,溺亡,沉溺",家长不能溺爱孩子要严格教育呀。
1,3021,粱,liáng,"高粱,粱肉,黄粱,粱米,膏粱",秋天，红高粱成熟了像火把呀。
1,3022,滩,tān,"沙滩,海滩,河滩,滩涂,浅滩",金色的沙滩上散落着美丽的贝壳呀。
1,3023,慎,shèn,"谨慎,慎重,慎思,慎言,慎行",做事要谨慎，不能马虎大意呀。
1,3024,誉,yù,"荣誉,名誉,声誉,信誉,赞誉",我们要珍惜集体的荣誉呀。
1,3025,塞,"sāi, sài, sè","堵塞,闭塞,塞住,梗塞,淤塞",交通堵塞让大家迟到了真着急呀。
1,3026,寞,mò,"寂寞,孤寂,落寞,寞寞,静寞",他独自一人，感到十分地寂寞呀。
1,3027,窥,kuī,"窥视,窥探,窥见,窥伺,管窥",不要窥探别人的隐私不礼貌呀。
1,3028,窟,kū,"窟窿,洞穴,石窟,魔窟,敦煌窟",衣服破了一个大窟窿要补呀。
1,3029,寝,qǐn,"寝室,就寝,寝食,陵寝,安寝",我们学校的寝室十分地整洁呀。
1,3030,谨,jǐn,"谨慎,谨记,谨严,谨防,谨遵",老师的话我们要谨记在心呀。
1,3031,褂,guà,"褂子,大褂,马褂,短褂,罩褂",爷爷穿着一件朴素的大褂呀。
1,3032,裸,luǒ,"赤裸,裸露,裸体,裸视,半裸",赤裸的树干在寒风中颤抖呀。
1,3033,福,fú,"幸福,祝福,福气,福利,造福",我们生活在一个幸福的时代呀。
1,3034,谬,miù,"荒谬,谬误,谬论,谬赞,差谬",他的说法十分地荒谬不可信呀。
1,3035,群,qún,"群体,群众,人群,羊群,成群",操场上有一群小朋友在玩耍呀。
1,3036,殿,diàn,"宫殿,殿下,大殿,殿堂,正殿",北京故宫的宫殿十分地宏伟呀。
